SEQ_NAME	START	END	STRAND	FEATURE_NAME	GENE_NAME	ALIASES	DESCRIPTION	TXN_START	TXN_END	CDS_START	CDS_END	EXON_COUNT	EXON_STARTS	EXON_ENDS	ISOFORM_NAME	IS_PRIMARY
NC_000964.3	3765051	3765434	+	BSU36610	ywnC	gene		3765051	3765434	3765051	3765434	1	3765051	3765434	Y	
NC_000964.3	3765469	3766110	-	BSU36620	ywnB	gene		3765469	3766110	3765469	3766110	1	3765469	3766110	Y	
NC_000964.3	3766178	3766579	-	BSU36630	ywnA	gene		3766178	3766579	3766178	3766579	1	3766178	3766579	Y	
NC_000964.3	3766714	3768423	-	BSU36640	ureC	gene		3766714	3768423	3766714	3768423	1	3766714	3768423	Y	
NC_000964.3	3768420	3768794	-	BSU36650	ureB	gene		3768420	3768794	3768420	3768794	1	3768420	3768794	Y	
NC_000964.3	3768791	3769108	-	BSU36660	ureA	gene		3768791	3769108	3768791	3769108	1	3768791	3769108	Y	
NC_000964.3	3770104	3770292	-	BSU36670	csbD	gene		3770104	3770292	3770104	3770292	1	3770104	3770292	Y	
NC_000964.3	3770365	3770865	-	BSU36680	ywmF	gene		3770365	3770865	3770365	3770865	1	3770365	3770865	Y	
NC_000964.3	3771000	3772133	-	BSU36690	rapB	gene		3771000	3772133	3771000	3772133	1	3771000	3772133	Y	
NC_000964.3	3772325	3773350	-	BSU36700	moaA	gene		3772325	3773350	3772325	3773350	1	3772325	3773350	Y	
NC_000964.3	3773366	3774154	-	BSU36710	fdhD	gene		3773366	3774154	3773366	3774154	1	3773366	3774154	Y	
NC_000964.3	3774400	3774561	-	BSU36720	ywmE	gene		3774400	3774561	3774400	3774561	1	3774400	3774561	Y	
NC_000964.3	3774655	3775329	-	BSU36730	ywmD	gene		3774655	3775329	3774655	3775329	1	3774655	3775329	Y	
NC_000964.3	3775653	3776336	-	BSU36740	ywmC	gene		3775653	3776336	3775653	3776336	1	3775653	3776336	Y	
NC_000964.3	3776722	3777753	-	BSU36750	spoIID	gene		3776722	3777753	3776722	3777753	1	3776722	3777753	Y	
NC_000964.3	3777949	3779259	-	BSU36760	murAA	gene		3777949	3779259	3777949	3779259	1	3777949	3779259	Y	
NC_000964.3	3779293	3780033	-	BSU36770	ywmB	gene		3779293	3780033	3779293	3780033	1	3779293	3780033	Y	
NC_000964.3	3780162	3780392	-	BSU36780	ywzB	gene		3780162	3780392	3780162	3780392	1	3780162	3780392	Y	
NC_000964.3	3780562	3781035	+	BSU36790	ywmA	gene		3780562	3781035	3780562	3781035	1	3780562	3781035	Y	
NC_000964.3	3781069	3781467	-	BSU36800	atpC	gene		3781069	3781467	3781069	3781467	1	3781069	3781467	Y	
NC_000964.3	3781491	3782912	-	BSU36810	atpD	gene		3781491	3782912	3781491	3782912	1	3781491	3782912	Y	
NC_000964.3	3782938	3783801	-	BSU36820	atpG	gene		3782938	3783801	3782938	3783801	1	3782938	3783801	Y	
NC_000964.3	3783878	3785386	-	BSU36830	atpA	gene		3783878	3785386	3783878	3785386	1	3783878	3785386	Y	
NC_000964.3	3785403	3785948	-	BSU36840	atpH	gene		3785403	3785948	3785403	3785948	1	3785403	3785948	Y	
NC_000964.3	3785945	3786457	-	BSU36850	atpF	gene		3785945	3786457	3785945	3786457	1	3785945	3786457	Y	
NC_000964.3	3786620	3786832	-	BSU36860	atpE	gene		3786620	3786832	3786620	3786832	1	3786620	3786832	Y	
NC_000964.3	3786878	3787612	-	BSU36870	atpB	gene		3786878	3787612	3786878	3787612	1	3786878	3787612	Y	
NC_000964.3	3787620	3788003	-	BSU36880	atpI	gene		3787620	3788003	3787620	3788003	1	3787620	3788003	Y	
NC_000964.3	3788426	3789055	-	BSU36890	upp	gene		3788426	3789055	3788426	3789055	1	3788426	3789055	Y	
NC_000964.3	3789190	3790437	-	BSU36900	glyA	gene		3789190	3790437	3789190	3790437	1	3789190	3790437	Y	
NC_000964.3	3790644	3791186	-	BSU36910	ywlG	gene		3790644	3791186	3790644	3791186	1	3790644	3791186	Y	
NC_000964.3	3791199	3791648	-	BSU36920	ywlF	gene		3791199	3791648	3791199	3791648	1	3791199	3791648	Y	
NC_000964.3	3791805	3792257	-	BSU36930	ywlE	gene		3791805	3792257	3791805	3792257	1	3791805	3792257	Y	
NC_000964.3	3792333	3792890	-	BSU36940	ywlD	gene		3792333	3792890	3792333	3792890	1	3792333	3792890	Y	
NC_000964.3	3792969	3794009	-	BSU36950	ywlC	gene		3792969	3794009	3792969	3794009	1	3792969	3794009	Y	
NC_000964.3	3794166	3794609	-	BSU36960	ywlB	gene		3794166	3794609	3794166	3794609	1	3794166	3794609	Y	
NC_000964.3	3794676	3795350	-	BSU36970	spoIIR	gene		3794676	3795350	3794676	3795350	1	3794676	3795350	Y	
NC_000964.3	3795491	3795853	+	BSU36980	ywlA	gene		3795491	3795853	3795491	3795853	1	3795491	3795853	Y	
NC_000964.3	3795870	3796157	-	BSU36990	ywkF	gene		3795870	3796157	3795870	3796157	1	3795870	3796157	Y	
NC_000964.3	3796217	3797083	-	BSU37000	prmC	gene		3796217	3797083	3796217	3797083	1	3796217	3797083	Y	
NC_000964.3	3797085	3798155	-	BSU37010	prfA	gene		3797085	3798155	3797085	3798155	1	3797085	3798155	Y	
NC_000964.3	3798281	3798667	+	BSU37020	ywkD	gene		3798281	3798667	3798281	3798667	1	3798281	3798667	Y	
NC_000964.3	3798789	3799343	+	BSU37030	racA	gene		3798789	3799343	3798789	3799343	1	3798789	3799343	Y	
NC_000964.3	3799377	3800336	-	BSU37040	ywkB	gene		3799377	3800336	3799377	3800336	1	3799377	3800336	Y	
NC_000964.3	3800418	3802166	-	BSU37050	ywkA	gene		3800418	3802166	3800418	3802166	1	3800418	3802166	Y	
NC_000964.3	3802405	3802992	-	BSU37060	tdk	gene		3802405	3802992	3802405	3802992	1	3802405	3802992	Y	
NC_000964.3	3803081	3803281	-	BSU37070	rpmE	gene		3803081	3803281	3803081	3803281	1	3803081	3803281	Y	
NC_000964.3	3803400	3804683	-	BSU37080	rho	gene		3803400	3804683	3803400	3804683	1	3803400	3804683	Y	
NC_000964.3	3805090	3806055	-	BSU37090	glpX	gene		3805090	3806055	3805090	3806055	1	3805090	3806055	Y	
NC_000964.3	3806086	3807375	-	BSU37100	murAB	gene		3806086	3807375	3806086	3807375	1	3806086	3807375	Y	
NC_000964.3	3807754	3808392	-	BSU37110	ywjH	gene		3807754	3808392	3807754	3808392	1	3807754	3808392	Y	
NC_000964.3	3808512	3809369	-	BSU37120	fbaA	gene		3808512	3809369	3808512	3809369	1	3808512	3809369	Y	
NC_000964.3	3809550	3809924	-	BSU37130	spo0F	gene		3809550	3809924	3809550	3809924	1	3809550	3809924	Y	
NC_000964.3	3810090	3810611	+	BSU37140	ywjG	gene		3810090	3810611	3810090	3810611	1	3810090	3810611	Y	
NC_000964.3	3810693	3812300	-	BSU37150	pyrG	gene		3810693	3812300	3810693	3812300	1	3810693	3812300	Y	
NC_000964.3	3812542	3813063	-	BSU37160	rpoE	gene		3812542	3813063	3812542	3813063	1	3812542	3813063	Y	
NC_000964.3	3813246	3814385	-	BSU37170	acdA	gene		3813246	3814385	3813246	3814385	1	3813246	3814385	Y	
NC_000964.3	3814382	3816499	-	BSU37180	fadF	gene		3814382	3816499	3814382	3816499	1	3814382	3816499	Y	
NC_000964.3	3816654	3817850	+	BSU37190	clsB	gene		3816654	3817850	3816654	3817850	1	3816654	3817850	Y	
NC_000964.3	3816846	3817724	-	BSU_none_172	S1445	ncRNA		3816846	3817724	3816846	3817724	1	3816846	3817724	Y	
NC_000964.3	3817863	3818825	+	BSU37200	uvsE	gene		3817863	3818825	3817863	3818825	1	3817863	3818825	Y	
NC_000964.3	3818906	3819178	+	BSU37210	ywjC	gene		3818906	3819178	3818906	3819178	1	3818906	3819178	Y	
NC_000964.3	3819220	3819744	-	BSU37220	ywjB	gene		3819220	3819744	3819220	3819744	1	3819220	3819744	Y	
NC_000964.3	3819754	3821481	-	BSU37230	ywjA	gene		3819754	3821481	3819754	3821481	1	3819754	3821481	Y	
NC_000964.3	3821570	3823072	-	BSU37240	ywiE	gene		3821570	3823072	3821570	3823072	1	3821570	3823072	Y	
NC_000964.3	3823558	3824229	-	BSU37250	narI	gene		3823558	3824229	3823558	3824229	1	3823558	3824229	Y	
NC_000964.3	3824226	3824780	-	BSU37260	narJ	gene		3824226	3824780	3824226	3824780	1	3824226	3824780	Y	
NC_000964.3	3824806	3826269	-	BSU37270	narH	gene		3824806	3826269	3824806	3826269	1	3824806	3826269	Y	
NC_000964.3	3826259	3829945	-	BSU37280	narG	gene		3826259	3829945	3826259	3829945	1	3826259	3829945	Y	
NC_000964.3	3830141	3830617	-	BSU37290	arfM	gene		3830141	3830617	3830141	3830617	1	3830141	3830617	Y	
NC_000964.3	3830761	3831480	+	BSU37300	ywiC	gene		3830761	3831480	3830761	3831480	1	3830761	3831480	Y	
NC_000964.3	3831512	3832228	-	BSU37310	fnr	gene		3831512	3832228	3831512	3832228	1	3831512	3832228	Y	
NC_000964.3	3832327	3833514	-	BSU37320	narK	gene		3832327	3833514	3832327	3833514	1	3832327	3833514	Y	
NC_000964.3	3833650	3835320	-	BSU37330	argS	gene		3833650	3835320	3833650	3835320	1	3833650	3835320	Y	
NC_000964.3	3835317	3835745	-	BSU37340	ywiB	gene		3835317	3835745	3835317	3835745	1	3835317	3835745	Y	
NC_000964.3	3836058	3836189	+	BSU37350	sboA	gene		3836058	3836189	3836058	3836189	1	3836058	3836189	Y	
NC_000964.3	3836146	3836298	+	BSU37360	sboX	gene		3836146	3836298	3836146	3836298	1	3836146	3836298	Y	
NC_000964.3	3836323	3837669	+	BSU37370	albA	gene		3836323	3837669	3836323	3837669	1	3836323	3837669	Y	
NC_000964.3	3837682	3837843	+	BSU37380	albB	gene		3837682	3837843	3837682	3837843	1	3837682	3837843	Y	
NC_000964.3	3837840	3838559	+	BSU37390	albC	gene		3837840	3838559	3837840	3838559	1	3837840	3838559	Y	
NC_000964.3	3838552	3839862	+	BSU37400	albD	gene		3838552	3839862	3838552	3839862	1	3838552	3839862	Y	
NC_000964.3	3839852	3841012	+	BSU37410	albE	gene		3839852	3841012	3839852	3841012	1	3839852	3841012	Y	
NC_000964.3	3841017	3842297	+	BSU37420	albF	gene		3841017	3842297	3841017	3842297	1	3841017	3842297	Y	
NC_000964.3	3842294	3842995	+	BSU37430	albG	gene		3842294	3842995	3842294	3842995	1	3842294	3842995	Y	
NC_000964.3	3843001	3844377	-	BSU37440	ywhL	gene		3843001	3844377	3843001	3844377	1	3843001	3844377	Y	
NC_000964.3	3844416	3845771	-	BSU37450	ywhK	gene		3844416	3845771	3844416	3845771	1	3844416	3845771	Y	
NC_000964.3	3846001	3847146	+	BSU37460	rapF	gene		3846001	3847146	3846001	3847146	1	3846001	3847146	Y	
NC_000964.3	3847130	3847249	+	BSU37470	phrF	gene		3847130	3847249	3847130	3847249	1	3847130	3847249	Y	
NC_000964.3	3847348	3847821	+	BSU37480	ywhH	gene		3847348	3847821	3847348	3847821	1	3847348	3847821	Y	
NC_000964.3	3847853	3848725	-	BSU37490	speB	gene		3847853	3848725	3847853	3848725	1	3847853	3848725	Y	
NC_000964.3	3848786	3849616	-	BSU37500	speE	gene		3848786	3849616	3848786	3849616	1	3848786	3849616	Y	
NC_000964.3	3849818	3851893	+	BSU37510	pbpG	gene		3849818	3851893	3849818	3851893	1	3849818	3851893	Y	
NC_000964.3	3852186	3852704	-	BSU37520	ywhD	gene		3852186	3852704	3852186	3852704	1	3852186	3852704	Y	
NC_000964.3	3852718	3853377	-	BSU37530	ywhC	gene		3852718	3853377	3852718	3853377	1	3852718	3853377	Y	
NC_000964.3	3853486	3853674	+	BSU37540	ywhB	gene		3853486	3853674	3853486	3853674	1	3853486	3853674	Y	
NC_000964.3	3853717	3854136	-	BSU37550	ywhA	gene		3853717	3854136	3853717	3854136	1	3853717	3854136	Y	
NC_000964.3	3854256	3856172	-	BSU37560	thrZ	gene		3854256	3856172	3854256	3856172	1	3854256	3856172	Y	
NC_000964.3	3856732	3856994	-	BSU_none_173	S1455	ncRNA		3856732	3856994	3856732	3856994	1	3856732	3856994	Y	
NC_000964.3	3857017	3858417	-	BSU37570	mmr	gene		3857017	3858417	3857017	3858417	1	3857017	3858417	Y	
NC_000964.3	3858417	3858887	-	BSU37580	ywgB	gene		3858417	3858887	3858417	3858887	1	3858417	3858887	Y	
NC_000964.3	3858999	3859499	-	BSU37590	ywgA	gene		3858999	3859499	3858999	3859499	1	3858999	3859499	Y	
NC_000964.3	3859535	3860836	-	BSU37600	ywfO	gene		3859535	3860836	3859535	3860836	1	3859535	3860836	Y	
NC_000964.3	3860998	3861222	-	BSU37610	ywzC	gene		3860998	3861222	3860998	3861222	1	3860998	3861222	Y	
NC_000964.3	3861437	3862213	+	BSU37620	rsfA	gene		3861437	3862213	3861437	3862213	1	3861437	3862213	Y	
NC_000964.3	3862357	3863247	-	BSU37630	ywfM	gene		3862357	3863247	3862357	3863247	1	3862357	3863247	Y	
NC_000964.3	3863415	3864260	-	BSU37640	ywfL	gene		3863415	3864260	3863415	3864260	1	3863415	3864260	Y	
NC_000964.3	3864309	3865208	-	BSU37650	cysL	gene		3864309	3865208	3864309	3865208	1	3864309	3865208	Y	
NC_000964.3	3865355	3866326	-	BSU37660	eutD	gene		3865355	3866326	3865355	3866326	1	3865355	3866326	Y	
NC_000964.3	3866611	3867360	+	BSU37670	ywfI	gene		3866611	3867360	3866611	3867360	1	3866611	3867360	Y	
NC_000964.3	3867493	3868272	+	BSU37680	ywfH	gene		3867493	3868272	3867493	3868272	1	3867493	3868272	Y	
NC_000964.3	3868287	3869486	-	BSU37690	ywfG	gene		3868287	3869486	3868287	3869486	1	3868287	3869486	Y	
NC_000964.3	3869487	3870671	-	BSU37700	bacE	gene		3869487	3870671	3869487	3870671	1	3869487	3870671	Y	
NC_000964.3	3870668	3872086	-	BSU37710	bacD	gene		3870668	3872086	3870668	3872086	1	3870668	3872086	Y	
NC_000964.3	3872105	3872872	-	BSU37720	bacC	gene		3872105	3872872	3872105	3872872	1	3872105	3872872	Y	
NC_000964.3	3872869	3873576	-	BSU37730	bacB	gene		3872869	3873576	3872869	3873576	1	3872869	3873576	Y	
NC_000964.3	3873566	3874180	-	BSU37740	bacA	gene		3873566	3874180	3873566	3874180	1	3873566	3874180	Y	
NC_000964.3	3873771	3874382	+	BSU_none_174	S1459	ncRNA		3873771	3874382	3873771	3874382	1	3873771	3874382	Y	
NC_000964.3	3874332	3875570	-	BSU37750	ywfA	gene		3874332	3875570	3874332	3875570	1	3874332	3875570	Y	
NC_000964.3	3875780	3877192	-	BSU37760	rocC	gene		3875780	3877192	3875780	3877192	1	3875780	3877192	Y	
NC_000964.3	3877192	3878892	-	BSU37770	rocB	gene		3877192	3878892	3877192	3878892	1	3877192	3878892	Y	
NC_000964.3	3878966	3880513	-	BSU37780	rocA	gene		3878966	3880513	3878966	3880513	1	3878966	3880513	Y	
NC_000964.3	3880740	3882014	-	BSU37790	rocG	gene		3880740	3882014	3880740	3882014	1	3880740	3882014	Y	
NC_000964.3	3882191	3882655	-	BSU37800	yweA	gene		3882191	3882655	3882191	3882655	1	3882191	3882655	Y	
NC_000964.3	3882979	3883434	-	BSU37810	spsL	gene		3882979	3883434	3882979	3883434	1	3882979	3883434	Y	
NC_000964.3	3883427	3884278	-	BSU37820	spsK	gene		3883427	3884278	3883427	3884278	1	3883427	3884278	Y	
NC_000964.3	3884292	3885239	-	BSU37830	spsJ	gene		3884292	3885239	3884292	3885239	1	3884292	3885239	Y	
NC_000964.3	3885239	3885979	-	BSU37840	spsI	gene		3885239	3885979	3885239	3885979	1	3885239	3885979	Y	
NC_000964.3	3886004	3887023	-	BSU37850	spsG	gene		3886004	3887023	3886004	3887023	1	3886004	3887023	Y	
NC_000964.3	3887026	3887748	-	BSU37860	spsF	gene		3887026	3887748	3887026	3887748	1	3887026	3887748	Y	
NC_000964.3	3887741	3888862	-	BSU37870	spsE	gene		3887741	3888862	3887741	3888862	1	3887741	3888862	Y	
NC_000964.3	3888862	3889731	-	BSU37880	spsD	gene		3888862	3889731	3888862	3889731	1	3888862	3889731	Y	
NC_000964.3	3889732	3890901	-	BSU37890	spsC	gene		3889732	3890901	3889732	3890901	1	3889732	3890901	Y	
NC_000964.3	3890922	3892346	-	BSU37900	spsB	gene		3890922	3892346	3890922	3892346	1	3890922	3892346	Y	
NC_000964.3	3892351	3893121	-	BSU37910	spsA	gene		3892351	3893121	3892351	3893121	1	3892351	3893121	Y	
NC_000964.3	3893441	3893986	+	BSU37920	ywdL	gene		3893441	3893986	3893441	3893986	1	3893441	3893986	Y	
NC_000964.3	3894030	3894401	-	BSU37930	ywdK	gene		3894030	3894401	3894030	3894401	1	3894030	3894401	Y	
NC_000964.3	3894463	3895785	-	BSU37940	ywdJ	gene		3894463	3895785	3894463	3895785	1	3894463	3895785	Y	
NC_000964.3	3895805	3896161	-	BSU37950	ywdI	gene		3895805	3896161	3895805	3896161	1	3895805	3896161	Y	
NC_000964.3	3896290	3897660	+	BSU37960	ywdH	gene		3896290	3897660	3896290	3897660	1	3896290	3897660	Y	
NC_000964.3	3897685	3898362	-	BSU37970	ung	gene		3897685	3898362	3897685	3898362	1	3897685	3898362	Y	
NC_000964.3	3898376	3899182	-	BSU37980	ywdF	gene		3898376	3899182	3898376	3899182	1	3898376	3899182	Y	
NC_000964.3	3899272	3899805	-	BSU37990	ywdE	gene		3899272	3899805	3899272	3899805	1	3899272	3899805	Y	
NC_000964.3	3899853	3900488	-	BSU38000	ywdD	gene		3899853	3900488	3899853	3900488	1	3899853	3900488	Y	
NC_000964.3	3900481	3900819	-	BSU38018	ywzG	gene		3900481	3900819	3900481	3900819	1	3900481	3900819	Y	
NC_000964.3	3900963	3901778	+	BSU38020	thiD	gene		3900963	3901778	3900963	3901778	1	3900963	3901778	Y	
NC_000964.3	3901868	3902116	-	BSU38030	ywdA	gene		3901868	3902116	3901868	3902116	1	3901868	3902116	Y	
NC_000964.3	3902210	3903649	-	BSU38040	sacA	gene		3902210	3903649	3902210	3903649	1	3902210	3903649	Y	
NC_000964.3	3903646	3905031	-	BSU38050	sacP	gene		3903646	3905031	3903646	3905031	1	3903646	3905031	Y	
NC_000964.3	3905333	3906103	+	BSU38060	ywcJ	gene		3905333	3906103	3905333	3906103	1	3905333	3906103	Y	
NC_000964.3	3906142	3906972	-	BSU38070	sacT	gene		3906142	3906972	3906142	3906972	1	3906142	3906972	Y	
NC_000964.3	3907012	3907314	-	BSU38080	ywcI	gene		3907012	3907314	3907012	3907314	1	3907012	3907314	Y	
NC_000964.3	3907844	3910264	+	BSU38090	vpr	gene		3907844	3910264	3907844	3910264	1	3907844	3910264	Y	
NC_000964.3	3910302	3911303	-	BSU38100	ywcH	gene		3910302	3911303	3910302	3911303	1	3910302	3911303	Y	
NC_000964.3	3911477	3912226	-	BSU38110	nfrA	gene		3911477	3912226	3911477	3912226	1	3911477	3912226	Y	
NC_000964.3	3912332	3913513	-	BSU38120	rodA	gene		3912332	3913513	3912332	3913513	1	3912332	3913513	Y	
NC_000964.3	3914009	3914272	+	BSU38130	ywcE	gene		3914009	3914272	3914009	3914272	1	3914009	3914272	Y	
NC_000964.3	3914315	3914689	-	BSU38140	qoxD	gene		3914315	3914689	3914315	3914689	1	3914315	3914689	Y	
NC_000964.3	3914691	3915305	-	BSU38150	qoxC	gene		3914691	3915305	3914691	3915305	1	3914691	3915305	Y	
NC_000964.3	3915319	3917268	-	BSU38160	qoxB	gene		3915319	3917268	3915319	3917268	1	3915319	3917268	Y	
NC_000964.3	3917296	3918261	-	BSU38170	qoxA	gene		3917296	3918261	3917296	3918261	1	3917296	3918261	Y	
NC_000964.3	3918777	3919022	+	BSU38180	ywzA	gene		3918777	3919022	3918777	3919022	1	3918777	3919022	Y	
NC_000964.3	3919093	3920634	-	BSU38190	galT	gene		3919093	3920634	3919093	3920634	1	3919093	3920634	Y	
NC_000964.3	3920638	3921810	-	BSU38200	galK	gene		3920638	3921810	3920638	3921810	1	3920638	3921810	Y	
NC_000964.3	3921891	3922274	-	BSU38210	ywcD	gene		3921891	3922274	3921891	3922274	1	3921891	3922274	Y	
NC_000964.3	3922292	3922963	-	BSU38220	ywcC	gene		3922292	3922963	3922292	3922963	1	3922292	3922963	Y	
NC_000964.3	3923319	3923477	+	BSU38229	slrA	gene		3923319	3923477	3923319	3923477	1	3923319	3923477	Y	
NC_000964.3	3923920	3924228	+	BSU38230	ywcB	gene		3923920	3924228	3923920	3924228	1	3923920	3924228	Y	
NC_000964.3	3924225	3925766	+	BSU38240	ywcA	gene		3924225	3925766	3924225	3925766	1	3924225	3925766	Y	
NC_000964.3	3925797	3926399	-	BSU38250	ywbO	gene		3925797	3926399	3925797	3926399	1	3925797	3926399	Y	
NC_000964.3	3926682	3927932	-	BSU38260	efeN	gene		3926682	3927932	3926682	3927932	1	3926682	3927932	Y	
NC_000964.3	3927951	3929108	-	BSU38270	efeM	gene		3927951	3929108	3927951	3929108	1	3927951	3929108	Y	
NC_000964.3	3929105	3930550	-	BSU38280	efeU	gene		3929105	3930550	3929105	3930550	1	3929105	3930550	Y	
NC_000964.3	3930707	3931375	-	BSU38290	thiE	gene		3930707	3931375	3930707	3931375	1	3930707	3931375	Y	
NC_000964.3	3931372	3932190	-	BSU38300	thiM	gene		3931372	3932190	3931372	3932190	1	3931372	3932190	Y	
NC_000964.3	3932198	3933103	-	BSU38310	ywbI	gene		3932198	3933103	3932198	3933103	1	3932198	3933103	Y	
NC_000964.3	3933209	3933595	+	BSU38320	ywbH	gene		3933209	3933595	3933209	3933595	1	3933209	3933595	Y	
NC_000964.3	3933577	3934254	+	BSU38330	lrgB	gene		3933577	3934254	3933577	3934254	1	3933577	3934254	Y	
NC_000964.3	3934358	3935557	+	BSU38340	ywbF	gene		3934358	3935557	3934358	3935557	1	3934358	3935557	Y	
NC_000964.3	3935591	3935788	+	BSU38350	ywbE	gene		3935591	3935788	3935591	3935788	1	3935591	3935788	Y	
NC_000964.3	3935824	3937014	-	BSU38360	ywbD	gene		3935824	3937014	3935824	3937014	1	3935824	3937014	Y	
NC_000964.3	3937135	3937515	+	BSU38370	ywbC	gene		3937135	3937515	3937135	3937515	1	3937135	3937515	Y	
NC_000964.3	3937553	3938230	-	BSU38380	ywbB	gene		3937553	3938230	3937553	3938230	1	3937553	3938230	Y	
NC_000964.3	3938307	3939641	-	BSU38390	ywbA	gene		3938307	3939641	3938307	3939641	1	3938307	3939641	Y	
NC_000964.3	3939869	3941806	+	BSU38400	epr	gene		3939869	3941806	3939869	3941806	1	3939869	3941806	Y	
NC_000964.3	3942234	3943613	+	BSU38410	sacX	gene		3942234	3943613	3942234	3943613	1	3942234	3943613	Y	
NC_000964.3	3943667	3944509	+	BSU38420	sacY	gene		3943667	3944509	3943667	3944509	1	3943667	3944509	Y	
NC_000964.3	3944560	3945420	-	BSU38430	gspA	gene		3944560	3945420	3944560	3945420	1	3944560	3945420	Y	
NC_000964.3	3945530	3946243	-	BSU38440	ywaF	gene		3945530	3946243	3945530	3946243	1	3945530	3946243	Y	
NC_000964.3	3946394	3946909	+	BSU38450	ywaE	gene		3946394	3946909	3946394	3946909	1	3946394	3946909	Y	
NC_000964.3	3947158	3948399	+	BSU38460	tyrZ	gene		3947158	3948399	3947158	3948399	1	3947158	3948399	Y	
NC_000964.3	3948555	3949922	+	BSU38470	ywaD	gene		3948555	3949922	3948555	3949922	1	3948555	3949922	Y	
NC_000964.3	3949952	3950584	-	BSU38480	ywaC	gene		3949952	3950584	3949952	3950584	1	3949952	3950584	Y	
NC_000964.3	3950726	3951661	-	BSU38490	menA	gene		3950726	3951661	3950726	3951661	1	3950726	3951661	Y	
NC_000964.3	3952108	3952257	+	BSU38499	ywzH	gene		3952108	3952257	3952108	3952257	1	3952108	3952257	Y	
NC_000964.3	3952275	3953786	+	BSU38500	dltA	gene		3952275	3953786	3952275	3953786	1	3952275	3953786	Y	
NC_000964.3	3953783	3954970	+	BSU38510	dltB	gene		3953783	3954970	3953783	3954970	1	3953783	3954970	Y	
NC_000964.3	3954987	3955223	+	BSU38520	dltC	gene		3954987	3955223	3954987	3955223	1	3954987	3955223	Y	
NC_000964.3	3955223	3956401	+	BSU38530	dltD	gene		3955223	3956401	3955223	3956401	1	3955223	3956401	Y	
NC_000964.3	3956492	3957250	+	BSU38540	dltE	gene		3956492	3957250	3956492	3957250	1	3956492	3957250	Y	
NC_000964.3	3957391	3958482	+	BSU38550	ywaA	gene		3957391	3958482	3957391	3958482	1	3957391	3958482	Y	
NC_000964.3	3958516	3959844	-	BSU38560	licH	gene		3958516	3959844	3958516	3959844	1	3958516	3959844	Y	
NC_000964.3	3959841	3960173	-	BSU38570	licA	gene		3959841	3960173	3959841	3960173	1	3959841	3960173	Y	
NC_000964.3	3960192	3961550	-	BSU38580	licC	gene		3960192	3961550	3960192	3961550	1	3960192	3961550	Y	
NC_000964.3	3961566	3961874	-	BSU38590	licB	gene		3961566	3961874	3961566	3961874	1	3961566	3961874	Y	
NC_000964.3	3962003	3963928	-	BSU38600	licR	gene		3962003	3963928	3962003	3963928	1	3962003	3963928	Y	
NC_000964.3	3964091	3964249	-	BSU38610	yxzF	gene		3964091	3964249	3964091	3964249	1	3964091	3964249	Y	
NC_000964.3	3964278	3964868	-	BSU38620	yxlJ	gene		3964278	3964868	3964278	3964868	1	3964278	3964868	Y	
NC_000964.3	3964997	3966640	+	BSU38630	katX	gene		3964997	3966640	3964997	3966640	1	3964997	3966640	Y	
NC_000964.3	3966745	3967947	+	BSU38640	yxlH	gene		3966745	3967947	3966745	3967947	1	3966745	3967947	Y	
NC_000964.3	3967944	3968720	-	BSU38650	yxlG	gene		3967944	3968720	3967944	3968720	1	3967944	3968720	Y	
NC_000964.3	3968717	3969604	-	BSU38660	yxlF	gene		3968717	3969604	3968717	3969604	1	3968717	3969604	Y	
NC_000964.3	3969611	3969799	-	BSU38670	yxlE	gene		3969611	3969799	3969611	3969799	1	3969611	3969799	Y	
NC_000964.3	3969796	3970002	-	BSU38680	yxlD	gene		3969796	3970002	3969796	3970002	1	3969796	3970002	Y	
NC_000964.3	3969999	3970319	-	BSU38690	yxlC	gene		3969999	3970319	3969999	3970319	1	3969999	3970319	Y	
NC_000964.3	3970312	3970848	-	BSU38700	sigY	gene		3970312	3970848	3970312	3970848	1	3970312	3970848	Y	
NC_000964.3	3971060	3972433	+	BSU38710	yxlA	gene		3971060	3972433	3971060	3972433	1	3971060	3972433	Y	
NC_000964.3	3971340	3971882	-	BSU_none_175	S1485	ncRNA		3971340	3971882	3971340	3971882	1	3971340	3971882	Y	
NC_000964.3	3972448	3973278	-	BSU38720	yxkO	gene		3972448	3973278	3972448	3973278	1	3972448	3973278	Y	
NC_000964.3	3973364	3975091	-	BSU38730	cydD	gene		3973364	3975091	3973364	3975091	1	3973364	3975091	Y	
NC_000964.3	3975088	3976791	-	BSU38740	cydC	gene		3975088	3976791	3975088	3976791	1	3975088	3976791	Y	
NC_000964.3	3976791	3977807	-	BSU38750	cydB	gene		3976791	3977807	3976791	3977807	1	3976791	3977807	Y	
NC_000964.3	3977791	3979197	-	BSU38760	cydA	gene		3977791	3979197	3977791	3979197	1	3977791	3979197	Y	
NC_000964.3	3979753	3981105	+	BSU38770	cimH	gene		3979753	3981105	3979753	3981105	1	3979753	3981105	Y	
NC_000964.3	3981227	3982915	+	BSU38780	yxkI	gene		3981227	3982915	3981227	3982915	1	3981227	3982915	Y	
NC_000964.3	3982973	3983173	+	BSU38790	yxzE	gene		3982973	3983173	3982973	3983173	1	3982973	3983173	Y	
